id;name;occupation;contained_in_original_file;area
377;Общественная организация «Роскомсвобода»;;no;
378;Троицкий Артемий Кивович;журналист;yes;журналист
379;Смольянинов Артур Сергеевич;актёр;yes;Актер
380;Кирсанов Сергей Владимирович;бывший священник;yes;Священник
381;Фурсов Анатолий Владимирович;юрист;yes;Юрист
382;Ухов Сергей Анатольевич;создатель регионального медиа «Пермь 36,6», экс-координатор штаба Навального в Пермском крае;yes;Создатель медиа, координатор
383;Шелест Александр;журналист;yes;журналист
384;Общество с ограниченной ответственностью «ТЕНЕС»;;no;
385;Гырдымова Елизавета Андреевна;певица, музыкант, композитор и автор песен под псевдонимом «Монеточка»;yes;Певец, музыкант, композитор
386;Осечкин Владимир Валерьевич;правозащитник, основатель общественного проекта «Гулагу-нет!»;yes;правозащитник, основатель проекта
387;Устимов Антон Михайлович;видеоблогер под псевдонимом «Антон Пикули»;yes;Блогер
388;Яганов Ибрагим Хасанбиевич;политический и общественный деятель;yes;Политический деятель, общественный деятель
389;Харченко Вадим Михайлович;блогер;yes;блогер
390;Беседина Дарья Станиславовна;урбанист, депутат Московской городской Думы VII созыва;yes;Урбанист, депутат
391;Проект для трансгендерных людей и их близких «T9 NSK»;;no;
392;Прусикин Илья Владимирович;музыкант, лидер группы Little Big;yes;Музыкант
393;Агумава Фидель Эдуардович;журналист;yes;Журналист
394;Омбадыков Эрдни Басан;президент Объединения буддистов Калмыкии;yes;Президент обьединения
395;Кашапов Рафис Рафаилович;правозащитник;yes;правозащитник
396;Серенко Дарья Андреевна;общественная деятельница, акционистка, поэтесса и художница;yes;Общественный деятель, поэт, художник
397;Общество с ограниченной ответственностью «Философия ненасилия»;;no;
398;Фонд развития цифровых прав;;no;
399;Мезерин Павел Владимирович;политолог, аналитик, журналист, координатор движения «Свободная Ингрия»;yes;Политолог, аналитик, журналист, координатор движения
400;Соболев Николай Юрьевич;видеоблогер, писатель, бизнесмен и певец;yes;блогер, писатель, бизнесмен, певец
401;Макашенец Александр Юрьевич;журналист;yes;журналист
402;Дудко Екатерина Артуровна;писательница под псевдонимом «Катерина Сильванова»;yes;Писатель
403;Прокашева Елена Владимировна;писательница под псевдонимом «Елена Малисова»;yes;Писатель
404;Рамазанова Земфира Талгатовна;рок-певица, музыкант под псевдонимом «Земфира»;yes;Певец, музыкант
405;Гудков Дмитрий Геннадьевич;политик;yes;Политик
406;Галлямов Аббас Радикович;политолог;yes;Политолог
407;Намазбаева Татьяна Валерьевна;активистка;yes;Активист
408;Асланян Сергей Степанович;журналист;yes;журналист
409;Шпилькин Сергей Александрович;физик, электоральный статистик;yes;Физик
410;Ривина Анна Валерьевна;общественный деятель;yes;Общественный деятель
411;Казанцева Александра Николаевна;общественный деятель;yes;Общественный деятель
412;Зубов Андрей Борисович;историк, философ;yes;Историк, философ
413;Школа свободной общественной мысли «Возрождение»;;no;
414;Лошак Андрей Борисович;журналист;yes;Журналист
415;Всемирный фонд дикой природы;;no;
416;Фонд «Свободная Бурятия»;;no;
417;Губарев Данил Евгеньевич;журналист;yes;Журналист
418;Гуриев Сергей Маратович;экономист;yes;Экономист
419;Гершензон Лев Михайлович;медиа-менеджер;yes;Медиа-менеджер
420;Гудков Геннадий Владимирович;политик;yes;Политик
421;Водвуд Вераника Сергеевна;блогер-феминистка под псевдонимом «nixelpixel»;yes;Блогер
422;Варламов Илья Александрович;видеоблогер, журналист, общественный деятель;yes;блогер, журналист, общественный деятель
423;Парни Плюс/Парни+;;no;
424;Чиков Павел Владимирович;юрист, правозащитник и общественный деятель;yes;Юрист, правозащитник, общественный деятель
425;Айсин Руслан Валерьевич;политолог, общественный деятель;yes;Политолог, общественный деятель
426;Лада-Русь Светлана Михайловна;общественный деятель;yes;Общественный деятель
427;Бакалейко Богдан Владимирович;журналист;yes;журналист
428;Покровский Максим Сергеевич;певец, композитор, автор песен, актёр театра и кино;yes;Певец, композитор, актер
429;Бойко Сергей Андреевич;общественный и политический деятель;yes;Общественный деятель, Политический деятель
430;Чентемиров Георгий Ростиславович;журналист;yes;журналист
431;«Теплица социальных технологий»;;no;
432;Альянс гетеросексуалов и ЛГБТ за равноправие;;no;
433;«Настоящая Россия»;;no;
434;Общество с ограниченной ответственностью «Хроникёр»;;no;
435;Бабченко Аркадий Аркадьевич;журналист;yes;Журналист
436;Слепаков Семён Сергеевич;комедийный актёр, сценарист, продюсер, поэт, певец, музыкант и автор-исполнитель песен;yes;Актер, сценарист, продюсер, поэт, певец, музыкант, исполнитель
437;Яковенко Игорь Александрович;журналист, социолог;yes;журналист, социолог
438;Мунтян Павел Андреевич;мультипликатор, продюсер, сценарист, создатель анимационного сериала Mr. Freeman;yes;мультипликатор, продюсер, сценарист
439;Каныгин Павел Юрьевич;журналист и репортёр-расследователь;yes;журналист
440;Фонд Карнеги за международный мир;;no;
441;Издание «Агентство»;;no;
442;Интернет-издание «Полигон»;;no;
443;«Радужная ассоциация»;;no;
444;Грозев Христо;журналист-расследователь, медиаэксперт и медиаинвестор;yes;Журналист
445;Севец-Ермолина Наталья Фёдоровна;журналист, блогер;yes;журналист, блогер
446;Вихарева Эльвира Владимировна;журналист, блогер;yes;журналист, блогер
447;Автономная некоммерческая правозащитная организация «Школа призывника»;;no;
448;Журналистский проект «Адвокатская улица»;;no;
449;Матвеев Ян Андреевич;политолог;yes;Политолог
450;Осовцов Александр Авраамович;политический деятель;yes;Политический деятель
451;Преображенский Иван Сергеевич;политолог;yes;Политолог
452;Албуров Георгий Валентинович;политический и общественный деятель, блогер;yes;Политический деятель, общественный деятель, блогер
453;Максакова-Игенбергс Мария Петровна;оперная певица;yes;Певец
454;Певчих Мария Константиновна;журналист-расследователь;yes;журналист
455;Пастухов Владимир Борисович;политолог, публицист и юрист;yes;Политолог, публицист, юрист
456;Агафонова Елена Владимировна;доярка, правозащитница;yes;правозащитник
457;«Кризисная группа СК SOS» (North Caucasus SOS Crisis Group);;no;
458;Общество с ограниченной ответственностью «ТАЙГА ИНФО»;;no;
459;Женское общественно-политическое движение «Мягкая сила»;;no;
460;Общественная организация «Санкт-Петербургский Русский ПЕН-клуб»;;no;
461;Бортник Егор Михайлович;рок-музыкант, поэт, вокалист и гитарист под псевдонимом «Лёва Би-2»;yes;Музыкант, поэт
462;Аллеман Ирина Владимировна;журналист, блогер;yes;журналист, блогер
463;Иноземцев Владислав Леонидович;экономист, социолог и политический деятель;yes;Экономист, социолог, общественный деятель
464;Чернышов Сергей Андреевич;директор ООО «Новоколледж», учредитель АНО ПО «Новоколледж»;yes;Директор, учредитель
465;Архипова Александра Сергеевна;антрополог;yes;Антрополог
466;Габуев Александр Тамерланович;востоковед;yes;Востоковед
467;Пшеничная Анна Эдуардовна;журналистка;yes;Журналист
468;Цуканова Ольга Викторовна;лидер движения «Совет матерей и жён»;yes;Лидер движения
469;«Общенародный Союз Возрождения России»;;no;
470;«Совет матерей и жён»;;no;
471;Гаджиев Магомед Тажудинович;политический и общественный деятель. Депутат Государственной Думы IV, V, VI и VII созывов;yes;Политический деятель, общественный деятель, депутат
472;Супер Роман Владимирович;журналист;yes;Журналист
473;Орешкин Дмитрий Борисович;политолог;yes;Политолог
474;Кузахметов Максим Рафикович;историк;yes;Историк
475;Издание «Проект»;;no;
476;Общество с ограниченной ответственностью «ЯРНОВОСТИ»;;no;
477;Шлосберг Лев Маркович;общественный и политический деятель;yes;Общественный деятель, Политический деятель
478;Алексашенко Сергей Владимирович;экономист;yes;Экономист
479;Манский Виталий Всеволодович;режиссёр документального кино;yes;Режиссер
480;Прокопьева Светлана Владимировна;журналистка;yes;Журналист
481;Информационный портал «ВЕСЬМА»;;no;
482;Фонд «Свободная Якутия»;;no;
483;Парамонова Юлия Борисовна;журналистка проекта «Север.Реалии»;yes;Журналист
484;Невзлин Леонид Борисович;предприниматель и общественный деятель;yes;Предприниматель, общественный деятель
485;Колмановский Илья Александрович;научный журналист, популяризатор науки;yes;Журналист
486;Лобанов Михаил Сергеевич;учёный-математик, общественный деятель;yes;Ученый, общественный деятель
487;Боварь Виталий Викторович;оппозиционный политик, экс-замглавы МО Владимирский округ (Санкт-Петербург);yes;Политик
488;Латыпов Роберт Рамилевич;общественный деятель, председатель пермского отделения международного общества «Мемориал»;yes;Общественный деятель
489;Белик Александр Еленович;юрист, правозащитник, координатор «Движения сознательных отказчиков»;yes;Юрист, правозащитник, координатор
490;Ступин Евгений Викторович;оппозиционный политик, депутат Московской городской Думы VII созыва;yes;Политик, депутат
491;«Движение сознательных отказчиков»;;no;
492;Комьюнити-центр «Действие»;;no;
493;Гребенщиков Борис Борисович;поэт, рок-музыкант, композитор, певец, основатель и лидер рок-группы «Аквариум»;yes;Поэт, музыкант, композитор, певец
494;Тимонов Михаил Леонидович;оппозиционный политик, депутат Московской городской Думы VII созыва;yes;Политик, депутат
495;Морев Андрей Зиновьевич;оппозиционный политик, экс-глава муниципального округа Якиманка (Москва);yes;политик, глава округа
496;Гольдшмидт Филипп (Пинхас);бывший главный раввин Москвы;yes;Раввин
497;Горпинченко Алексей Вячеславович;журналист;yes;Журналист
498;Караулов Андрей Викторович;журналист, телеведущий;yes;Журналист, ведущий
499;Автономная некоммерческая общеобразовательная организация «Англо-американская школа Москвы»;;no;
500;Сетевое издание Sota.Vision;;no;
501;Издание «Бумага»;;no;
502;Боровой Константин Натанович;политик, предприниматель;yes;Политик, предприниматель
503;Козырев Михаил Натанович;журналист, музыкальный критик, продюсер;yes;Журналист, критик, продюсер
504;Суляндзига Павел Васильевич;общественный активист;yes;Активист
505;Литвинов Александр Сергеевич;журналист;yes;Журналист
506;«Центр Т»;;no;
507;Общественная организация «Омское гражданское объединение»;;no;
508;Автономная некоммерческая организация содействия улучшению качества жизни людей из групп социального риска «Право каждого»;;no;
509;Интернет-журнал и медиаплатформа «7х7 — Горизонтальная Россия»;;no;
510;Общество с ограниченной ответственностью «Три «Ч»;;no;
511;Общество с ограниченной ответственностью «БИТРЭЙ»;;no;
512;Пионтковский Андрей Андреевич;математик, политолог, публицист;yes;математик, политолог, публицист
513;Сотникова Татьяна Александровна;писательница под псевдонимом «Анна Берсенева»;yes;Писатель
514;Горалик Линор-Джулия (Горалик Юлия Борисовна);писательница, поэтесса, переводчица, автор комикс-стрипов;yes;Писатель, поэт, переводчик
515;Кривенко Сергей Владимирович;член правления Международного общества «Мемориал», директор Правозащитной группы «Гражданин. Армия. Право».;yes;Член правления, директор
516;Илларионов Андрей Николаевич;экономист и политик, общественный деятель;yes;Экономист, политик, общественный деятель
517;Кондакова Саргылана Константиновна;преподаватель, соосновательница фонда «Свободная Якутия»;yes;Преподаватель, сооснователь
518;Довданов Владимир Анатольевич;помощник депутата Государственной Думы;yes;Помощник депутата
519;Крутихин Михаил Иванович;филолог, журналист, историк, нефтегазовый аналитик;yes;Филолог, журналист, историк, аналитик
520;Дымарский Виталий Наумович;публицист, переводчик и педагог, журналист, радио- и телеведущий, колумнист;yes;публицист, переводчик, педагог, журналист, ведущий, колумнист
521;Рогов Кирилл Юрьевич;политолог, филолог и журналист;yes;Политолог, филолог, журналист
522;Эггерт Константин Петрович;журналист, публицист, обозреватель;yes;журналист, публицист, обозреватель
523;Кочесоков Мартин Хусенович;глава черкесской общественной организации «Хабзэ»;yes;Глава организации
524;Штефанов Александр Андреевич;историк, видеоблогер;yes;Историк, блогер
525;Проект My Russian Rights;;no;
526;Интернет-издание «Довод»;;no;
527;Муратов Дмитрий Андреевич;журналист, правозащитник;yes;Журналист, правозащитник
528;Белый Руслан Викторович;комик, юморист;yes;Комик, юморист
529;Радзинский Олег Эдвардович;финансист, писатель, банкир;yes;Финансист, писатель, банкир
530;Баршева Оксана Андреевна;журналист под псевдонимом «Ксения Ларина»;yes;Журналист
531;Резник Максим Львович;политик;yes;Политик
532;Сонин Константин Исаакович;экономист;yes;Экономист
533;Карпов Евгений Вячеславович;воронежский активист;yes;Активист
534;Катаев Денис Сергеевич;журналист;yes;Журналист
535;Вачагаев Майрбек Момуевич;историк, политический деятель;yes;Историк, политический деятель
536;Антивоенное этническое движение «Новая Тыва» (New Tuva);;no;
537;Котляров Владимир Андреевич;музыкант, вокалист группы «Порнофильмы»;yes;Музыкант, исполнитель
538;Митрохин Николай Александрович;социолог, историк-советолог, публицист;yes;Социолог, историк, публицист
539;Шакиров Мумин Шакирович;кинорежиссёр и журналист;yes;Режиссер, журналист
540;Мальгин Андрей Викторович;журналист, литературовед, литературный критик;yes;журналист, литературовед, литературный критик
541;Пелевина Наталья Владиславовна;политический деятель, член федерального политсовета партии ПАРНАС;yes;Политический деятель
542;Подольская Ольга Валерьевна;депутат;yes;Депутат
543;Белковский Станислав Александрович;политический технолог, публицист и радиоведущий;yes;Технолог, публицист, ведущий
544;Фёдоров Юрий Евгеньевич;военный политолог, физик;yes;Политолог, физик
545;Седов Кирилл Вадимович;журналист;yes;Журналист
546;Шепелин Илья Андреевич;журналист, телеведущий;yes;Журналист, ведущий
547;Кочегин Евгений Сергеевич;экс-координатора штаба Алексея Навального в Волгограде;yes;Координатор
548;Сидельников Андрей Александрович;лидер российского молодёжного движения «Пора»;yes;Лидер движения
549;Малаховская Елена Владимировна;журналистка;yes;Журналист
550;Доможиров Евгений Валерьевич;экс-депутат Заксобрания Вологодской области;yes;Депутат
551;Рудакова Диана Борисовна;экс-глава тамбовского штаба Навального;yes;Глава штаба
552;Рудой Андрей Владимирович;политический деятель, левый блогер;yes;Политический деятель, блогер
553;Жуковский Владислав Сергеевич;экономист, биржевой и финансовый аналитик;yes;Экономист, финансовый аналитик
554;Муждабаев Айдер Иззетович;заместитель генерального директора первого крымскотатарского телеканала «ATR» и член Союза крымских татар;yes;
555;Вотановский Виталий Викторович;краснодарский активист;yes;Активист
556;Ковальченко Сергей Владимирович;журналист;yes;Журналист
557;Романова Ольга Евгеньевна;журналистка, теле- и радиоведущая;yes;Журналист, ведущий
558;Волобуев Игорь Михайлович;бывший вице-президент Газпромбанка;yes;Вице-президент
559;Курманакаев Анвар Мусабиевич;активист Ногайского национального политического центра в изгнании;yes;Активист
560;Косыгин Илья Евгеньевич;главный редактор издания «Довод»;yes;Главный редактор
561;Кунадзе Георгий Фридрихович;экс-замминстра иностранных дел России;yes;Заместитель министра
562;Савва Михаил Валентинович;политолог;yes;Политолог
563;Общество с ограниченной ответственностью «Новогодний выпуск 2023»;;no;
564;Общество с ограниченной ответственностью «ТРАНСМИССИЯ»;;no;
565;Качур Кирилл Витальевич;юрист;yes;Юрист
566;Губин Дмитрий Павлович;журналист;yes;Журналист
567;Еловский Дмитрий Сергеевич;журналист;yes;журналист
568;Солдатов Андрей Алексеевич;главный редактор сайта Agentura.ru;yes;Главный редактор
569;Снеговая Мария Владиславовна;политолог;yes;Политолог
570;Малов Алексей Владимирович;экс-депутат Гдовского районного собрания Псковской области;yes;Депутат
571;Колдобский (Шелин) Сергей Григорьевич;журналист;yes;Журналист
572;Проект «Гроза»;;no;
573;«Кедр.медиа»;;no;
574;Общество с ограниченной ответственностью «Команда против пыток»;;no;
575;Никандров Марат Игоревич;блогер;yes;Блогер
576;Троянова Яна Александровна;актриса;yes;Актер
577;Морозов Александр Олегович;политолог;yes;Политолог
578;Бер Илья Леонидович;журналист-фактчекер, бывший редактор игры «Кто хочет стать миллионером», основатель проверено.медиа;yes;Журналист
579;Свердлин Григорий Сергеевич;правозащитник, основатель проекта «Идите лесом»;yes;правозащитник, основатель проекта
580;Интернет-издание «The Moscow Times»;;no;
581;Hidemy.network Ltd.;VPN-сервис;yes;
582;Давлятчин Илья Владимирович;журналист;yes;Журналист
583;Венявкин Илья Геннадьевич;историк;yes;Историк
584;Юсупов Идрис Гасан-Гусейнович;журналист;yes;Журналист
585;Общество с ограниченной ответственностью «ЛЮДИ»;;no;
586;Касьянов Михаил Михайлович;политик, 6-й Председатель Правительства Российской Федерации (2000—2004);yes;Политик, председатель Правительства
587;Эйдман Игорь Виленович;социолог;yes;Социолог
588;Буракова Анастасия Андреевна;юрист, активистка;yes;Юрист, активист
589;Проект «Ковчег»;;no;
590;«Телеканал Дождь»;;no;
591;Вайсман Анатолий Александрович;актёр;yes;Актер
592;Шведов Григорий Сергеевич;правозащитник и журналист;yes;правозащитник, журналист
593;Пирогова Хельга Вадимовна;муниципальный депутат Совета депутатов города Новосибирска;yes;Депутат
594;Затирко Андрей Викторович;журналист;yes;Журналист
595;Соколов Денис Владимирович;старший научный сотрудник;yes;Ученый
596;Ратникова Валерия Евгеньевна;журналистка;yes;Журналист
597;Дарбинян Саркис Симонович;адвокат, медиаюрист;yes;Адвокат
598;Рыклин Александр Юрьевич;журналист;yes;Журналист
599;Баунов Александр Германович;журналист;yes;Журналист
600;Куваев Олег Игоревич;мультипликатор;yes;Мультипликатор
601;Кураев Андрей Вячеславович;религиозный и общественный деятель;yes;Общественный деятель
602;Проект «Можем объяснить»;;no;
603;Интернет-издание «Вёрстка Медиа»;;no;
604;Общество с ограниченной ответственностью «ВОБНИАР»;;no;
605;Чхартишвили Григорий Шалвович;писатель под псевдонимом «Борис Акунин»;yes;Писатель
606;Минкин Александр Викторович;журналист;yes;журналист
607;Соколов Антон Сергеевич;бывший депутат городского собрания Йошкар-Олы;yes;Депутат
608;Куршин Андрей Владимирович;администратор Телеграм-канала;yes;Администратор канала
609;Интернет-издание «Холод»;;no;
610;Юдин Григорий Борисович;социолог;yes;Социолог
611;Тагаева Лола Маджидовна;журналистка, главный редактор интернет-издания «Вёрстка»;yes;Журналист, главный редактор
612;Чирикова Евгения Сергеевна;политик, экоактивистка;yes;Политик, активист
613;Живица Владислав Геннадьевич;экс-депутат Смоленской областной Думы;yes;Депутат
614;Олейник Владислав Александрович;блогер;yes;Блогер
615;Лекторий «Живое слово»;;no;
616;«Комитет ингушской независимости»;;no;
617;Трудолюбов Максим Анатольевич;журналист;yes;Журналист
618;Потапенко Дмитрий Валерьевич;предприниматель, радиоведущий;yes;Предприниматель, ведущий
619;Проект «ВОТ ТАК»;;no;
620;Соколов Никита Павлович;кандидат исторических наук, публицист, журналист;yes;Публицист, журналист
621;Орлов Олег Петрович;правозащитник, член совета ПЦ «Мемориал»;yes;правозащитник, член совета
622;Козловский Станислав Александрович;википедист, учёный-психолог;yes;Психолог
623;Картавин Антон Викторович;депутат Совета депутатов Новосибирска VII созыва;yes;Депутат
624;Степанов Сергей Николаевич;журналист;yes;Журналист
625;Чимаров Михаил Юрьевич;фотограф, ЛГБТ-активист;yes;Фотограф, активист
626;Общество с ограниченной ответственностью «ЁЛКИН КАРТОН»;;no;
627;Синеокая Юлия Вадимовна;учительница, философ, профессор РАН;yes;Учитель, философ
628;Наринская Анна Анатольевна;журналист, литературный критик;yes;журналист, критик
629;Кукушкин Никита Андреевич;актёр «Гоголь-центра», основатель благотворительного проекта «Помощь»;yes;Актер
630;Тиньков Олег Юрьевич;предприниматель, бывший владелец банка Tinkoff;yes;Предприниматель
631;Арцуев Аслан Хамзатович;адвокат, правозащитник;yes;Адвокат, правозащитник
632;Улицкая Людмила Евгеньевна;прозаик, переводчица, сценаристка;yes;Прозаик, переводчик, сценарист
633;Хржановский Илья Андреевич;кинорежиссёр, сценарист, продюсер;yes;Режиссер, сценарист, продюсер
634;Медведев Сергей Юрьевич;экс-депутат Пермской городской думы;yes;Депутат
635;Центр защиты прав человека «Мемориал»;;no;
636;Благотворительный фонд помощи социально-незащищённым гражданам «Нужна помощь»;;no;
637;Беленькая Марианна Борисовна;востоковед-арабист, журналист;yes;Журналист, востоковед
638;Липсиц Игорь Владимирович;учёный-экономист, бывший сотрудник НИУ ВШЭ;yes;Экономист
639;Каверзина Светлана Викторовна;политик, депутат Совета депутатов Новосибирска VII созыва;yes;Политик, депутат
640;Кашинцев Олег Вячеславович;экс-майор полиции;yes;Майор
641;Либеров Роман Александрович;режиссёр, сценарист, продюсер;yes;Режиссер, сценарист, продюсер
642;Трескунов Семён Алексеевич;актёр;yes;Актер
643;Ишутин Кирилл Валерьевич;сооснователь издания «Довод»;yes;Сооснователь
644;Некоммерческое партнёрство содействия распространению энциклопедических знаний «Викимедиа РУ»;;no;
645;Набутов Кирилл Викторович;спортивный комментатор, телеведущий;yes;Комментатор, ведущий
646;Скобов Александр Валерьевич;политик, историк, журналист, правозащитник;yes;Политик, историк, журналист, правозащитник
647;Проект «Лаборатория публичной социологии»;;no;
648;«Смола» («Smola»);;no;
649;Проект «T-invariant»;;no;
650;Вишневский Борис Лазаревич;бывший руководитель фракции «Яблоко» в Законодательном собрании Санкт-Петербурга;yes;Руководитель
651;Прохоров Вадим Юрьевич;адвокат;yes;Адвокат
652;Проект «Первый отдел»;;no;
653;Общество с ограниченной ответственностью «БОЛЬШАЯ СЕМЁРКА»;;no;
654;Общество с ограниченной ответственностью «ИНСТИТУТ НЕЙРОКОГНИТИВНЫХ ИССЛЕДОВАНИЙ»;;no;
655;Веллер Михаил Иосифович;писатель;yes;Писатель
656;Татулова Анастасия Анатольевна;предпринимательница, основательница сети семейных кафе «АндерСон»;yes;Предприниматель
657;«Российское социалистическое движение» (РСД);оппозиционная левая политическая организация;yes;
658;Филиппов Иван Борисович;журналист, писатель;yes;Журналист, писатель
659;Барабанов Илья Алексеевич;журналист, специальный корреспондент Русской службы Би-би-си;yes;журналист, корреспондент
660;Казанцева Анастасия Андреевна;научный журналист;yes;Журналист
661;Кузьмин Николай Александрович;псковский депутат от партии Яблоко;yes;Депутат
662;Асташин Иван Игоревич;правозащитник, публицист;yes;правозащитник, публицист
663;Общество с ограниченной ответственностью «ИНОАГЕНТ АВК»;;no;
664;Общество с ограниченной ответственностью «СЧАСТЛИВЫЙ БИЛЕТ»;;no;
665;Андреева Мария Борисовна;активистка движения «Путь домой»;yes;Активист
666;Дунцова Екатерина Сергеевна;политик, журналист;yes;Политик, журналист
667;Иванов Павел Викторович;муниципальный депутат Басманного района Москвы от КПРФ;yes;Депутат
668;Литвинович Марина Алексеевна;политолог, журналист;yes;Политолог, журналист
669;Движение «Путь домой»;;no;
670;Интернет-проект «SOTA»;;no;
671;Проект «Republic»;;no;
672;Артемьев Игорь Андреевич;социолог-урбанист, кандидат на выборах в Мосгордуму в 2024 году;yes;Социолог, урбанист
673;Комелев Алексей Юрьевич;политтехнолог;yes;Технолог
674;Кучер Станислав Александрович;журналист;yes;Журналист
675;Поперечный Данила Алексеевич;комик, блогер;yes;Комик, блогер
676;Раткин Альберт Викторович;пастор;yes;Пастор
677;Антонов Сергей Юрьевич;политтехнолог, бывший кандидат на пост главы Удмуртии;yes;Технолог
678;Винатье Лоран Клод Жан-Луи;политолог, сотрудник швейцарской неправительственной организации Центр гуманитарного диалога;yes;Политолог
679;Волохонский Владимир Львович;муниципальный депутат Санкт-Петербурга;yes;Депутат
680;Качанов Роман Романович;режиссёр, сценарист;yes;Режиссер, сценарист
681;Кириллов Никита Никитович;бывший муниципальный депутат Санкт-Петербурга;yes;Депутат
682;Прянишников Алексей Александрович;юрист, правозащитник;yes;Юрист, правозащитник
683;Курбангалеева Фарида Рашидовна;журналистка, телеведущая, бывшая ведущая программы «Вести» на телеканале «Россия-1»;yes;Журналист, ведущий
684;Пахалюк Константин Александрович;политолог, историк;yes;Политолог, историк
685;Спирин Дмитрий Александрович;рок-музыкант, бывший вокалист группы «Тараканы!»;yes;Музыкант
686;Шаблинский Илья Георгиевич;учёный-правовед, доктор юридических наук;yes;Ученый
687;Шуршев Александр Олегович;экс-муниципальный депутат и член партии «Яблоко»;yes;Депутат
688;Хейкинен Дарья Дмитриевна;экс-глава петербургского штаба Бориса Надеждина;yes;Глава штаба
689;Вайпан Григорий Викторович;юрист;yes;Юрист
690;Герасименко Олеся Михайловна;журналистка, бывший специальный корреспондент «Русской службы Би-би-си»;yes;журналист, корреспондент
691;Ежов Сергей Александрович;журналист интернет-издания «The Insider»;yes;Журналист
692;Трошин Сергей Александрович;муниципальный депутат Санкт-Петербурга;yes;Депутат
693;Уткин Фёдор Викторович;бывший муниципальный депутат Санкт-Петербурга;yes;Депутат
694;Богданова Дарья Алексеевна;блогер, правнучка советского лётчика Валерия Чкалова;yes;Блогер
695;Каруличева Анна Николаевна;экс-муниципальный депутат Санкт-Петербурга;yes;Депутат
696;«Русский криминал»;«ВЧК-ОГПУ»,Telegram-каналы;yes;
697;Кисин Евгений Игоревич;классический музыкант, пианист-виртуоз;yes;Музыкант, пианист
698;Михнов-Вайтенко Григорий Александрович;епископ и предстоятель Апостольской православной церкви;yes;Епископ
699;Цибирев Дмитрий Александрович;политический активист;yes;Активист
700;Швец Юрий Борисович;блогер, журналист, бывший советский разведчик, американский политический деятель;yes;блогер, журналист
701;Матвеев Илья Александрович;политолог, участник проекта «Лаборатория публичной социологии»;yes;Политолог
702;«BILD на русском»;немецкая еженедельная иллюстрированная газета-таблоид;yes;
703;Давлетгильдеев Ренат Маратович;журналист, ЛГБТ-активист;yes;журналист, активист
704;Павлов Андрей Васильевич;предприниматель, основатель сети магазинов обуви Zenden;yes;Предприниматель
705;«ЕЖ» / «BRIEF» / «ЕЖ/дневник»;Telegram-канал;yes;
706;«ЕЖ главное» / «BRIEF Важное» / «Незыгаревский» / «ЕЖ/главное»;Telegram-канал;yes;
707;«НЕЗЫГАРЬ»;анонимный Telegram-канал;yes;
708;«Сирена»;Telegram-канал;yes;
709;Лукьянова Елена Анатольевна;юрист, адвокат, правозащитник;yes;Юрист, адвокат, правозащитник
710;Тимченко Галина Викторовна;журналист, медиаменеджер;yes;
711;Автономная некоммерческая организация информационных и правовых услуг «Гражданская инициатива против экологической преступности»;;no;
712;«Коалиция Новосибирск 2020»;объединение оппозиционных политиков на выборах в Совет депутатов Новосибирска;yes;
713;Канкия Давид Николаевич;координатор движения «Голос» в Краснодарском крае;yes;Координатор движения
714;Савельев Александр Валерьевич;журналист издания «Протокол»;yes;Журналист
715;Маршенкулова Залина Хамидовна;феминистка, журналистка;yes;Журналист
716;Янковский Аркадий Эдуардович;политик, депутат Государственной Думы II созыва;yes;Политик, депутат
717;Беляева Нина Александровна;экс-депутат Семилукского райсовета Воронежской области;yes;Депутат
718;Дорохов Владимир Юрьевич;заместитель председателя партии «Яблоко»;yes;
719;Ежов Михаил Анатольевич;музыкант, видеодизайнер;yes;Музыкант, дизайнер
720;Распутин Ярослав Иванович;ЛГБТ-активист, журналист сайта «Парни Плюс»;yes;Активист, журналист
